Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
Sales,Female,35,Engineer,9,Bachelor,4,8400,47,26,12,2,75,18,80,1,3.11,FALSE
Engineering,Male,35,Specialist,2,Bachelor,2,5400,55,26,16,4,0,13,43,1,1.6,FALSE
Legal,Male,48,Developer,0,Bachelor,3,6500,45,5,16,4,0,9,89,0,3.47,FALSE
Engineering,Male,32,Engineer,6,High School,4,8400,57,14,26,11,75,19,34,2,3.4,TRUE
Engineering,Female,24,Specialist,5,Bachelor,3,5850,50,13,2,1,0,6,8,2,3.02,FALSE
IT,Female,42,Consultant,4,Bachelor,1,6050,53,44,15,2,0,12,28,2,2.94,FALSE
Customer Support,Female,39,Consultant,5,High School,3,7150,33,25,16,12,100,6,6,2,2.48,FALSE
Marketing,Male,50,Analyst,8,Bachelor,1,4400,52,0,12,14,75,14,25,1,4.48,FALSE
IT,Male,49,Analyst,0,Bachelor,3,5200,50,34,27,3,50,1,40,1,2.15,FALSE
HR,Male,37,Technician,6,High School,2,4200,32,23,7,5,100,12,25,2,2.15,FALSE
Legal,Male,33,Technician,4,High School,2,4200,52,48,26,0,25,17,24,2,2.89,FALSE
Legal,Female,49,Engineer,5,Bachelor,4,8400,37,30,4,6,50,16,42,1,3.99,FALSE
HR,Female,44,Developer,3,Master,1,5500,50,3,20,3,25,11,92,0,2.17,FALSE
Sales,Female,51,Engineer,9,Bachelor,4,8400,59,41,27,3,75,11,91,1,3.94,FALSE
Legal,Male,52,Consultant,8,Bachelor,4,7700,52,30,26,1,100,19,71,0,4.55,FALSE
Legal,Female,30,Analyst,6,Bachelor,3,5200,56,42,13,13,50,10,45,0,3.01,FALSE
Engineering,Male,35,Engineer,0,Bachelor,1,6600,48,25,19,12,100,15,2,2,4.57,FALSE
HR,Male,35,Consultant,6,Bachelor,4,7700,31,6,0,6,0,9,75,2,3.31,FALSE
HR,Male,56,Specialist,2,PhD,4,6300,30,10,29,6,50,1,29,2,4.57,FALSE
Customer Support,Female,41,Analyst,7,Master,2,4800,38,41,15,5,25,12,74,0,4.69,FALSE
Customer Support,Male,52,Developer,4,High School,3,6500,59,49,0,8,75,10,25,1,3.65,FALSE
Marketing,Male,40,Developer,2,PhD,4,7000,43,49,15,12,100,2,6,2,3.71,FALSE
Customer Support,Female,59,Specialist,0,Master,1,4950,31,23,2,4,25,5,52,1,3.51,FALSE
Operations,Female,40,Specialist,7,Bachelor,1,4950,30,37,14,13,50,17,54,2,1.77,FALSE
Sales,Female,27,Developer,5,Master,2,6000,53,23,26,1,75,17,27,0,1.38,FALSE
HR,Female,57,Manager,1,High School,2,7200,51,40,12,13,75,7,41,0,3.85,FALSE
IT,Female,23,Manager,1,Bachelor,4,8400,59,16,20,1,0,10,53,0,2.65,FALSE
Finance,Male,36,Developer,0,High School,5,7500,48,8,11,2,50,17,83,1,4.26,FALSE
Marketing,Female,47,Manager,6,High School,4,8400,41,17,22,5,50,1,72,2,4.14,FALSE
Marketing,Female,59,Manager,6,Bachelor,2,7200,53,23,9,0,100,9,90,0,3.74,FALSE
Customer Support,Male,45,Technician,2,High School,5,5250,43,8,3,5,50,17,26,1,1.01,FALSE
Marketing,Female,26,Technician,2,Bachelor,4,4900,44,37,21,2,100,4,94,2,1.42,FALSE
Operations,Female,27,Manager,7,Bachelor,5,9000,50,0,18,2,75,4,71,2,2.05,FALSE
IT,Female,42,Developer,9,PhD,2,6000,48,32,7,2,50,8,56,2,1.85,TRUE
Engineering,Male,27,Engineer,9,High School,1,6600,38,1,8,13,50,18,56,1,4.8,FALSE
HR,Male,42,Engineer,0,High School,1,6600,33,8,15,9,75,10,44,1,1.72,FALSE
Customer Support,Female,27,Engineer,1,Bachelor,4,8400,56,3,2,5,50,19,37,1,2.36,FALSE
Marketing,Female,32,Engineer,7,Bachelor,2,7200,52,6,19,11,0,12,66,0,1.13,FALSE
Customer Support,Other,59,Specialist,3,High School,2,5400,54,7,0,10,100,6,44,0,1.93,FALSE
Engineering,Female,59,Developer,8,Bachelor,4,7000,54,35,2,12,25,12,63,2,2.09,FALSE
Sales,Female,48,Developer,4,Bachelor,4,7000,43,39,7,5,25,1,42,1,1.25,FALSE
Finance,Female,26,Consultant,9,High School,2,6600,57,26,15,2,0,11,45,0,3.42,FALSE
Finance,Female,40,Specialist,9,Master,2,5400,48,11,1,6,0,16,47,0,2.87,FALSE
Customer Support,Other,39,Analyst,4,Bachelor,1,4400,34,41,21,10,75,17,17,1,1.6,FALSE
IT,Female,27,Engineer,0,Bachelor,2,7200,37,2,13,6,25,12,58,0,3.38,FALSE
Finance,Male,38,Engineer,1,Bachelor,4,8400,51,26,8,9,100,18,80,0,2.9,FALSE
Operations,Male,60,Specialist,8,Master,3,5850,51,10,10,5,75,10,67,0,2.75,FALSE
Customer Support,Female,38,Developer,2,Master,2,6000,46,9,2,8,50,3,92,2,2.67,FALSE
Sales,Female,51,Analyst,1,PhD,3,5200,36,16,5,0,25,8,34,1,3.99,FALSE
Marketing,Female,37,Consultant,9,Bachelor,2,6600,52,20,27,7,0,15,91,0,4.65,FALSE
HR,Male,34,Engineer,0,Bachelor,2,7200,58,40,1,3,25,14,6,1,2.31,FALSE
Finance,Female,37,Engineer,0,Bachelor,5,9000,50,13,0,7,100,13,31,0,4.65,FALSE
Marketing,Female,50,Analyst,4,High School,3,5200,37,25,19,2,50,3,85,2,3.14,FALSE
Customer Support,Female,59,Developer,0,Bachelor,3,6500,45,28,23,7,100,10,65,0,2.48,FALSE
Sales,Male,30,Analyst,1,Bachelor,4,5600,33,17,15,3,100,16,16,0,1.6,FALSE
Legal,Male,23,Developer,4,Bachelor,3,6500,31,33,13,7,0,2,74,0,1.41,FALSE
Engineering,Male,34,Technician,5,Bachelor,4,4900,43,44,16,4,50,6,27,2,1.07,FALSE
Finance,Male,53,Manager,0,Bachelor,1,6600,37,6,9,12,100,12,88,2,4.8,FALSE
Engineering,Male,31,Manager,4,Bachelor,1,6600,54,39,18,14,50,2,94,2,2.96,TRUE
Operations,Female,55,Analyst,5,High School,2,4800,56,0,22,14,50,5,1,1,4.95,FALSE
Legal,Female,55,Specialist,3,Bachelor,3,5850,52,23,11,7,25,7,91,1,1.13,FALSE
Engineering,Female,31,Developer,9,High School,5,7500,33,36,7,7,0,5,38,0,3.89,FALSE
Sales,Female,37,Analyst,3,Bachelor,5,6000,36,12,4,9,25,4,83,1,1.46,FALSE
Operations,Male,23,Developer,0,High School,2,6000,52,9,14,5,75,3,42,2,4.52,FALSE
Operations,Male,22,Engineer,8,High School,2,7200,32,5,15,8,0,12,12,2,3.2,FALSE
Marketing,Female,37,Specialist,3,Bachelor,3,5850,54,2,24,7,75,2,49,2,4.88,FALSE
Marketing,Male,53,Developer,8,High School,1,5500,43,16,13,7,0,15,99,0,1.78,FALSE
Legal,Male,29,Technician,3,Bachelor,5,5250,59,37,4,3,50,7,31,2,1.99,FALSE
IT,Female,51,Developer,6,Bachelor,4,7000,48,48,17,8,50,12,64,0,3.05,FALSE
Engineering,Female,51,Manager,7,PhD,4,8400,48,32,29,9,50,9,99,1,3.55,FALSE
Operations,Female,31,Engineer,8,Bachelor,5,9000,54,24,29,7,100,4,82,0,3.14,FALSE
Finance,Male,48,Analyst,9,Bachelor,4,5600,39,7,0,11,50,10,86,2,4.59,FALSE
Customer Support,Female,40,Manager,8,Bachelor,5,9000,45,14,28,7,100,13,28,1,4.01,FALSE
Operations,Male,34,Technician,6,Bachelor,3,4550,53,9,20,13,75,17,63,1,1.16,FALSE
Sales,Female,44,Specialist,3,Master,2,5400,59,21,17,6,25,3,48,0,4.63,FALSE
Customer Support,Male,40,Developer,2,Bachelor,3,6500,50,38,7,0,100,1,28,0,1.47,TRUE
Marketing,Female,41,Analyst,1,Master,3,5200,41,35,4,3,50,18,17,0,3.19,FALSE
Marketing,Female,51,Specialist,6,High School,1,4950,38,31,24,11,75,12,23,0,1.12,FALSE
Legal,Male,52,Analyst,4,Master,5,6000,60,5,14,13,50,12,24,0,3.76,FALSE
Sales,Male,26,Analyst,4,Bachelor,3,5200,44,16,9,7,100,13,89,0,1.77,FALSE
HR,Female,50,Analyst,3,High School,1,4400,60,13,13,1,25,19,69,1,4.39,FALSE
Legal,Female,39,Analyst,5,High School,2,4800,49,33,4,4,25,5,88,0,3.71,FALSE
Finance,Female,50,Developer,8,Bachelor,1,5500,52,15,27,10,0,19,13,2,3.33,FALSE
Marketing,Female,56,Analyst,6,Bachelor,3,5200,59,27,8,2,75,12,28,1,2.86,FALSE
Engineering,Male,46,Consultant,3,High School,1,6050,56,25,24,12,100,12,0,2,3.09,FALSE
Operations,Other,47,Analyst,2,High School,3,5200,53,13,27,2,100,15,3,1,4.9,FALSE
Engineering,Male,59,Developer,3,Bachelor,1,5500,46,10,6,6,75,1,66,0,4.55,FALSE
IT,Male,55,Consultant,3,Master,4,7700,53,11,27,12,0,13,87,2,4.77,FALSE
Engineering,Male,52,Technician,8,Master,2,4200,60,28,29,10,0,9,56,1,2.98,FALSE
Marketing,Female,39,Engineer,0,Bachelor,3,7800,55,19,0,8,50,13,34,1,3.81,FALSE
Engineering,Female,39,Engineer,5,Bachelor,5,9000,50,34,10,13,25,11,96,1,2.81,FALSE
HR,Male,31,Developer,2,Bachelor,2,6000,35,1,23,9,25,15,72,0,1.68,FALSE
Finance,Male,30,Technician,2,Bachelor,3,4550,35,31,0,8,25,12,43,0,1.06,FALSE
HR,Female,28,Specialist,2,Bachelor,1,4950,40,23,1,14,25,16,63,0,1.94,TRUE
Legal,Female,40,Consultant,0,PhD,5,8250,57,31,17,1,100,1,52,2,2.27,FALSE
